Order Number,Delivery Distance (miles),Order Size,Order Type,Total Dollars,Store Location,Delivered On Time,Test Phase,Predicted Delivered On Time
12290,1.177684450609876,5,In-person,23.44,Store A,No,Pre-Test,Yes
12291,5.174250102919113,7,In-person,99.69,Store B,No,Pre-Test,No
12292,7.696523362757477,4,Online,58.92,Store B,Yes,Pre-Test,Yes
12293,5.641423218143509,5,Online,38.12,Store B,No,Pre-Test,No
12294,5.4173357622004445,9,Phone,64.47,Store A,Yes,Pre-Test,No
12295,7.320130312294825,6,Online,18.11,Store B,Yes,Pre-Test,Yes
12296,2.1325199660545553,6,Online,14.75,Store B,No,Pre-Test,Yes
12297,4.84606505541328,2,Online,58.34,Store B,No,Pre-Test,No
12298,1.9064548305828342,1,In-person,26.14,Store C,Yes,Pre-Test,No
12299,5.47648282071853,4,Online,16.53,Store A,Yes,Pre-Test,No
12300,6.1234436084521535,3,Online,66.51,Store B,No,Pre-Test,No
12301,1.6558963653686822,7,In-person,50.4,Store B,No,Pre-Test,Yes
12302,1.2173943815848025,7,Online,54.74,Store A,Yes,Pre-Test,Yes
12303,2.083969305600698,6,Online,78.79,Store C,Yes,Pre-Test,Yes
12304,6.070207421488903,5,In-person,71.93,Store B,No,Pre-Test,No
12305,2.301382031380207,3,Phone,82.49,Store C,Yes,Pre-Test,Yes
12306,3.1148114446931117,4,Online,17.96,Store B,Yes,Pre-Test,Yes
12307,7.174186488768186,5,Phone,17.4,Store B,No,Pre-Test,Yes
12308,2.8592758567862893,4,Phone,61.94,Store B,No,Pre-Test,No
12309,4.276506399827906,3,Phone,93.06,Store C,No,Pre-Test,No
12310,9.32403091715225,2,In-person,77.16,Store A,Yes,Pre-Test,Yes
12311,8.337467807930565,5,Phone,73.12,Store A,Yes,Pre-Test,Yes
12312,2.926986376502535,2,In-person,41.86,Store C,No,Pre-Test,No
12313,6.17697011331724,2,Online,61.22,Store B,No,Pre-Test,Yes
12314,6.8251420156278435,2,Phone,72.65,Store C,No,Pre-Test,Yes
12315,9.052294342445716,2,Phone,55.49,Store A,No,Pre-Test,No
12316,5.700939509339091,8,Phone,30.76,Store A,No,Pre-Test,No
12317,5.832225337036357,7,Online,71.1,Store A,Yes,Pre-Test,No
12318,8.940248528035774,9,Online,56.37,Store B,Yes,Pre-Test,No
12319,1.0166266742231902,3,In-person,32.5,Store A,Yes,Pre-Test,No
12320,6.467342563845026,1,In-person,57.5,Store C,Yes,Pre-Test,Yes
12321,4.458167461539026,6,In-person,40.86,Store B,No,Pre-Test,No
12322,9.142752157462821,9,In-person,16.01,Store A,No,Pre-Test,No
12323,9.625132580026914,1,In-person,52.51,Store A,Yes,Pre-Test,No
12324,2.117349010147158,1,In-person,97.19,Store B,Yes,Pre-Test,No
12325,3.1739504708713815,4,Online,32.42,Store A,No,Pre-Test,No
12326,3.097850076245885,1,Phone,49.69,Store B,Yes,Pre-Test,Yes
12327,1.4559624589863498,9,Phone,83.93,Store B,No,Pre-Test,No
12328,5.087967101977339,6,Phone,95.48,Store A,No,Pre-Test,Yes
12329,5.374273401930492,5,Online,15.03,Store B,Yes,Pre-Test,No
12330,5.943293466765766,5,Online,77.47,Store B,No,Pre-Test,Yes
12331,6.798104481239426,2,In-person,38.97,Store C,Yes,Pre-Test,No
12332,1.0977157984150543,3,In-person,19.66,Store A,Yes,Pre-Test,Yes
12333,6.4135936850277435,7,Phone,78.02,Store A,No,Pre-Test,Yes
12334,9.181188237653501,4,Phone,52.39,Store B,No,Pre-Test,Yes
12335,4.822414300335979,6,Online,28.64,Store A,Yes,Pre-Test,Yes
12336,1.5137682115191375,8,Online,74.57,Store C,Yes,Pre-Test,Yes
12337,1.3164682539200812,1,Phone,29.9,Store C,Yes,Pre-Test,No
12338,3.1766464976535915,6,Online,66.63,Store C,No,Pre-Test,Yes
12339,7.648983949824738,1,Phone,40.08,Store C,No,Pre-Test,Yes
12340,2.979496725517111,8,Phone,30.42,Store A,Yes,Pre-Test,Yes
12341,8.236143666861128,4,Phone,13.57,Store B,No,Pre-Test,No
12342,8.286761896176658,5,Phone,24.08,Store B,Yes,Pre-Test,Yes
12343,4.842562461301253,2,Phone,94.12,Store C,No,Pre-Test,Yes
12344,3.357494007587757,3,Phone,50.56,Store C,Yes,Pre-Test,Yes
12345,6.1778379507358405,7,Phone,86.05,Store C,No,Pre-Test,No
12346,8.200036415089698,7,In-person,78.45,Store A,No,Pre-Test,Yes
12347,1.1134225810080156,8,Online,72.29,Store B,No,Pre-Test,No
12348,9.557523661602723,3,Online,76.32,Store B,No,Pre-Test,No
12349,6.636052611945255,2,Phone,25.09,Store B,Yes,Pre-Test,Yes
12350,4.28240368490362,2,Online,32.2,Store A,No,Pre-Test,No
12351,5.307182737597754,6,In-person,80.06,Store C,No,Pre-Test,No
12352,4.163128719380149,2,Online,70.11,Store C,Yes,Pre-Test,No
12353,4.4198047767296815,4,In-person,83.05,Store C,No,Pre-Test,Yes
12354,6.158357803000147,9,In-person,71.72,Store B,No,Pre-Test,No
12355,1.0722847201431185,3,Phone,80.7,Store A,Yes,Pre-Test,Yes
12356,2.1660826873571404,1,Online,62.45,Store A,No,Pre-Test,Yes
12357,2.656875913133494,2,Online,83.52,Store A,Yes,Pre-Test,No
12358,4.371385605644259,7,In-person,39.12,Store B,Yes,Pre-Test,Yes
12359,4.025046530984449,9,Phone,16.11,Store C,No,Pre-Test,Yes
12360,7.360943316850398,9,Phone,28.12,Store B,No,Pre-Test,No
12361,2.962204002719568,4,In-person,23.66,Store A,Yes,Pre-Test,No
12362,1.0421852692670077,8,Online,52.51,Store A,Yes,Pre-Test,No
12363,1.0267013384461947,1,Phone,91.4,Store C,No,Pre-Test,No
12364,0.6074743148464727,6,In-person,37.98,Store C,Yes,Pre-Test,No
12365,0.8612470621237075,8,Phone,56.53,Store B,Yes,Pre-Test,Yes
12366,8.657276410103666,2,In-person,83.36,Store A,No,Pre-Test,Yes
12367,7.123807718907593,8,Phone,88.4,Store B,Yes,Pre-Test,Yes
12368,9.9613460760314,4,Phone,35.04,Store A,Yes,Pre-Test,Yes
12369,0.6929709171562126,2,Phone,57.1,Store A,No,Pre-Test,No
12370,8.565514735215535,4,Phone,33.07,Store A,No,Pre-Test,No
12371,7.112535128029314,8,In-person,47.75,Store B,No,Pre-Test,Yes
12372,6.583253099026683,4,Phone,45.31,Store A,Yes,Pre-Test,Yes
12373,3.8870551933822473,8,Online,15.77,Store C,No,Pre-Test,Yes
12374,4.078910440504797,7,Online,12.46,Store C,Yes,Pre-Test,No
12375,8.53283130984789,5,Online,65.61,Store B,No,Pre-Test,No
12376,7.278096843482261,8,Phone,25.46,Store A,Yes,Pre-Test,Yes
12377,6.868007513346955,2,Online,23.35,Store C,No,Pre-Test,No
12378,0.7911686202728844,3,Phone,42.24,Store C,Yes,Pre-Test,Yes
12379,2.2510365385677513,4,Phone,30.83,Store A,Yes,Pre-Test,Yes
12380,9.644932372251596,5,In-person,77.09,Store A,Yes,Pre-Test,No
12381,4.816526873006783,5,Online,68.43,Store C,No,Pre-Test,Yes
12382,7.923235687130261,1,In-person,96.61,Store C,No,Pre-Test,Yes
12383,4.198589649113022,1,Phone,46.18,Store C,Yes,Pre-Test,Yes
12384,7.761067332860135,1,Phone,12.39,Store C,No,Pre-Test,Yes
12385,1.632519397002355,5,In-person,86.22,Store A,Yes,Pre-Test,Yes
12386,0.9002161864593274,2,Phone,21.04,Store B,Yes,Pre-Test,Yes
12387,4.928677429445876,3,In-person,34.19,Store A,No,Pre-Test,No
12388,6.120638868882703,8,Online,66.74,Store B,Yes,Pre-Test,Yes
12389,3.5751679674111925,8,Phone,51.54,Store A,No,Pre-Test,Yes
12390,7.302043965807894,2,Phone,72.27,Store A,Yes,Pre-Test,Yes
12391,5.2102866644292,8,In-person,27.44,Store B,No,Pre-Test,Yes
12392,9.319010051662705,9,Phone,62.69,Store C,Yes,Pre-Test,No
12393,1.3074099160621746,6,Online,50.86,Store C,Yes,Pre-Test,No
12394,1.1323994618102604,1,Online,62.85,Store A,No,Pre-Test,No
12395,9.098657596346367,3,Online,89.38,Store B,Yes,Pre-Test,No
12396,6.856517761670386,5,Phone,58.01,Store C,No,Pre-Test,No
12397,6.8756237372496125,3,In-person,76.68,Store A,No,Pre-Test,No
12398,0.7617746116672781,3,Online,76.97,Store A,No,Pre-Test,No
12399,9.407914642141682,9,Online,69.59,Store A,No,Pre-Test,No
12400,7.832338031339427,5,Phone,53.51,Store C,No,Pre-Test,No
12401,7.760990769160298,8,In-person,10.3,Store A,Yes,Pre-Test,Yes
12402,9.163331592796913,7,In-person,20.9,Store A,No,Pre-Test,No
12403,5.9924550778579215,4,Online,58.88,Store C,No,Pre-Test,No
12404,4.249330710356159,3,In-person,13.95,Store B,No,Pre-Test,No
12405,5.0664521015622555,3,Online,14.08,Store A,No,Pre-Test,No
12406,7.883786681512981,2,Phone,21.35,Store A,No,Pre-Test,No
12407,7.802934833881593,5,Online,30.98,Store A,Yes,Pre-Test,Yes
12408,6.291072903563487,2,Phone,99.97,Store B,No,Pre-Test,No
12409,2.571763419617636,2,Online,20.83,Store C,No,Pre-Test,No
12410,8.279398867796832,4,Phone,34.41,Store B,Yes,Pre-Test,Yes
12411,6.648794897996868,6,Phone,71.46,Store C,Yes,Pre-Test,No
12412,2.6019891985016375,6,In-person,70.9,Store A,No,Pre-Test,Yes
12413,5.066122272694702,8,Online,88.73,Store B,Yes,Pre-Test,Yes
12414,9.973460142104651,6,Phone,64.96,Store A,No,Pre-Test,Yes
12415,3.619608471263769,6,Online,33.92,Store C,No,Pre-Test,No
12416,1.6073258403230835,4,Phone,31.53,Store A,No,Pre-Test,Yes
12417,0.7058404632495958,5,Online,84.69,Store C,No,Pre-Test,No
12418,2.254007393024081,7,In-person,18.8,Store C,No,Pre-Test,No
12419,2.2761799076052727,9,Online,53.28,Store A,No,Pre-Test,Yes
12420,8.651650226229998,4,Online,53.45,Store B,Yes,Pre-Test,Yes
12421,1.9834701173763096,1,Online,76.51,Store A,Yes,Pre-Test,Yes
12422,8.69518394784509,6,Online,99.59,Store B,Yes,Pre-Test,No
12423,1.3238068302098263,2,Phone,54.67,Store C,Yes,Pre-Test,No
12424,9.11312084858102,7,In-person,79.79,Store A,Yes,Pre-Test,No
12425,2.9353582682527057,6,Phone,86.64,Store A,Yes,Pre-Test,No
12426,6.309231588906929,9,Online,13.07,Store B,Yes,Pre-Test,Yes
12427,2.017408255398714,6,Online,67.22,Store B,Yes,Pre-Test,No
12428,4.205528500899261,6,Phone,89.59,Store C,No,Pre-Test,Yes
12429,1.31479414449277,4,Online,74.84,Store B,No,Pre-Test,No
12430,6.0055179404400025,9,In-person,79.61,Store B,No,Pre-Test,No
12431,3.7858361220177854,3,Online,82.98,Store B,No,Pre-Test,No
12432,8.595425794315519,1,In-person,11.75,Store A,No,Pre-Test,Yes
12433,2.227256543842664,8,Online,93.6,Store B,No,Pre-Test,Yes
12434,3.1598866120024613,8,In-person,91.56,Store C,Yes,Pre-Test,No
12435,2.183919435084288,1,Phone,64.12,Store B,No,Pre-Test,Yes
12436,5.856316412242286,9,Phone,41.39,Store A,No,Pre-Test,Yes
12437,1.561598245743628,2,Online,43.21,Store B,No,Pre-Test,Yes
12438,2.298891549978121,6,Online,58.17,Store B,No,Pre-Test,Yes
12439,6.945654462699114,9,Phone,36.25,Store B,No,Pre-Test,No
12440,1.2069380020914315,6,In-person,60.94,Store B,Yes,Pre-Test,Yes
12441,7.560054884897555,7,Phone,65.61,Store C,No,Pre-Test,No
12442,1.4911681463019297,9,Online,75.56,Store C,No,Pre-Test,No
12443,6.06214321604614,5,Phone,15.92,Store C,Yes,Pre-Test,Yes
12444,9.97918982803801,1,Phone,16.01,Store B,No,Pre-Test,No
12445,2.1519826144955054,9,Online,93.03,Store B,Yes,Pre-Test,No
12446,2.9803200273299866,7,Online,77.01,Store B,Yes,Pre-Test,Yes
12447,9.035053212896,8,Online,40.78,Store C,No,Pre-Test,Yes
12448,6.449722077790582,2,Phone,12.22,Store B,Yes,Pre-Test,Yes
12449,5.179047338640952,5,In-person,64.84,Store B,No,Pre-Test,Yes
12450,5.845698424065345,8,Phone,32.41,Store C,No,Pre-Test,Yes
12451,3.3072057740640606,7,In-person,15.23,Store B,No,Pre-Test,Yes
12452,8.625556928543178,7,In-person,77.96,Store C,No,Pre-Test,Yes
12453,7.580055737818523,4,In-person,97.9,Store B,Yes,Pre-Test,No
12454,6.603431107172197,2,Online,77.24,Store C,Yes,Pre-Test,No
12455,9.35155468315778,3,Online,20.09,Store C,No,Pre-Test,No
12456,5.992053175155417,9,Online,43.1,Store B,Yes,Pre-Test,No
12457,5.362832531180509,4,In-person,32.34,Store B,Yes,Pre-Test,Yes
12458,9.769087322173077,1,In-person,43.66,Store B,Yes,Pre-Test,Yes
12459,2.4571340760306732,4,In-person,60.18,Store A,No,Pre-Test,Yes
12460,1.8486976453781938,8,Phone,67.14,Store C,Yes,Pre-Test,Yes
12461,2.041687260570943,8,In-person,37.74,Store C,No,Pre-Test,No
12462,9.899699076153862,2,Online,70.68,Store C,No,Pre-Test,No
12463,6.696385021528096,4,Phone,71.59,Store C,No,Pre-Test,No
12464,3.406267377874375,7,In-person,99.38,Store A,No,Pre-Test,No
12465,2.865289141318878,8,Online,53.3,Store C,No,Pre-Test,Yes
12466,1.0380666058613826,1,In-person,39.59,Store A,Yes,Pre-Test,Yes
12467,1.7534996226880724,8,Online,87.21,Store C,Yes,Pre-Test,No
12468,9.127639522699473,1,Online,25.14,Store A,No,Pre-Test,Yes
12469,7.5997400768361025,6,Online,50.22,Store C,Yes,Pre-Test,No
12470,9.44481747778797,5,In-person,66.39,Store A,No,Pre-Test,No
12471,4.525443896324483,7,Online,22.82,Store C,No,Pre-Test,No
12472,6.211753837581497,6,In-person,14.91,Store A,No,Pre-Test,No
12473,5.09487696049041,1,Online,45.74,Store A,No,Pre-Test,Yes
12474,8.87316126663429,6,In-person,41.49,Store B,No,Pre-Test,Yes
12475,9.918127928141725,3,Phone,77.05,Store C,No,Pre-Test,Yes
12476,9.36136447267851,6,Online,57.98,Store B,Yes,Pre-Test,Yes
12477,6.181530553934889,7,In-person,12.04,Store A,Yes,Pre-Test,No
12478,1.0871187832881057,6,In-person,92.72,Store B,No,Pre-Test,Yes
12479,6.366502823710393,9,In-person,87.48,Store B,No,Pre-Test,Yes
12480,1.4219505045456011,9,Online,16.73,Store A,No,Pre-Test,Yes
12481,1.8188039995391423,8,Phone,32.94,Store B,No,Pre-Test,No
12482,2.317774632796783,5,Online,66.14,Store B,No,Pre-Test,No
12483,3.9531875000201917,3,Online,26.24,Store B,No,Pre-Test,No
12484,6.121971594679707,4,Phone,97.64,Store B,No,Pre-Test,No
12485,3.6687599046505115,8,Phone,47.86,Store A,Yes,Pre-Test,Yes
12486,4.7965375196923095,9,Phone,73.41,Store A,Yes,Pre-Test,No
12487,0.9492458143068755,8,Online,56.01,Store B,No,Pre-Test,Yes
12488,6.38769910688201,3,Phone,37.75,Store C,Yes,Pre-Test,Yes
12489,6.741801772306449,7,Phone,72.72,Store C,No,Pre-Test,Yes
12490,1.4442064064745066,8,Phone,52.78,Store B,Yes,Pre-Test,Yes
12491,7.95861298193538,3,Online,67.22,Store A,Yes,Pre-Test,Yes
12492,6.650865797788861,1,Phone,45.38,Store B,No,Pre-Test,No
12493,5.152429578172952,7,Online,99.76,Store A,Yes,Pre-Test,Yes
12494,5.752168804724687,3,Phone,28.59,Store C,No,Pre-Test,No
12495,5.278934478251559,1,Phone,26.48,Store B,No,Pre-Test,Yes
12496,1.0110329654134733,7,In-person,10.85,Store B,No,Pre-Test,No
12497,7.483919878843395,7,In-person,88.35,Store A,No,Pre-Test,Yes
12498,5.362201050365099,4,Online,24.14,Store A,No,Pre-Test,Yes
12499,2.141826608221103,2,In-person,32.2,Store C,No,Pre-Test,No
12500,6.966943110594595,5,In-person,28.57,Store C,No,Pre-Test,No
12501,7.103123257589523,9,In-person,98.13,Store B,Yes,Pre-Test,No
12502,2.5282069594221372,6,Online,86.77,Store B,No,Pre-Test,Yes
12503,8.06670319088221,9,Phone,77.42,Store A,Yes,Pre-Test,No
12504,4.836794895869641,1,Online,44.93,Store C,Yes,Pre-Test,Yes
12505,2.215791318817047,2,In-person,10.61,Store C,Yes,Pre-Test,No
12506,6.747390031473871,6,Online,97.11,Store B,Yes,Pre-Test,Yes
12507,6.168906163076301,3,Online,28.3,Store C,No,Pre-Test,No
12508,2.118860095322822,2,Online,15.92,Store A,Yes,Pre-Test,Yes
12509,8.787314547887844,6,Phone,44.23,Store A,No,Pre-Test,Yes
12510,8.618076160710535,7,Phone,35.08,Store A,Yes,Pre-Test,Yes
12511,8.444323584632407,4,In-person,94.97,Store C,Yes,Pre-Test,Yes
12512,4.292664660149462,9,Phone,12.45,Store A,No,Pre-Test,No
12513,8.333916360185231,3,In-person,98.1,Store B,Yes,Pre-Test,No
12514,8.52555542962302,2,Phone,62.8,Store C,No,Pre-Test,No
12515,9.967132585066862,5,In-person,36.98,Store C,No,Pre-Test,No
12516,9.597243872649662,9,Online,88.13,Store A,No,Pre-Test,Yes
12517,4.137049682858191,1,In-person,47.54,Store C,Yes,Pre-Test,Yes
12518,2.3829403733899808,6,Phone,57.93,Store B,No,Pre-Test,Yes
12519,3.2783927321355697,8,In-person,22.84,Store B,Yes,Pre-Test,No
12520,5.20042165332598,7,Phone,89.23,Store C,Yes,Pre-Test,Yes
12521,8.151847521642566,6,Online,89.05,Store C,Yes,Pre-Test,Yes
12522,7.368348529397902,3,Online,77.65,Store C,Yes,Pre-Test,Yes
12523,7.983271208707931,9,Phone,75.34,Store C,Yes,Pre-Test,Yes
12524,4.10930054339172,5,In-person,28.02,Store C,No,Pre-Test,No
12525,2.8455941206880535,1,Online,49.84,Store B,Yes,Pre-Test,Yes
12526,0.7292319003253677,9,In-person,18.27,Store B,Yes,Pre-Test,Yes
12527,6.44874440974887,9,Online,63.23,Store B,No,Pre-Test,No
12528,8.052858490414692,1,Online,29.0,Store C,Yes,Pre-Test,Yes
12529,8.946834693855784,7,In-person,36.87,Store B,No,Pre-Test,No
12530,5.0242598918382075,9,Phone,83.41,Store B,No,Pre-Test,No
12531,9.31263489296892,2,Phone,98.66,Store C,Yes,Pre-Test,Yes
12532,2.4229145855074066,6,Phone,44.18,Store A,Yes,Pre-Test,Yes
12533,5.386592169873044,1,Phone,81.49,Store B,Yes,Pre-Test,Yes
12534,2.5307935762632336,3,In-person,21.88,Store C,Yes,Pre-Test,No
12535,2.2867173695666865,5,In-person,57.6,Store C,Yes,Pre-Test,Yes
12536,9.557187254022342,7,Online,59.61,Store B,No,Pre-Test,No
12537,8.268536542935928,5,Online,89.94,Store A,No,Pre-Test,No
12538,0.6120990161920132,8,Online,31.73,Store B,Yes,Pre-Test,Yes
12539,3.050873453815341,5,In-person,15.78,Store C,No,Pre-Test,No
12540,2.448784885010367,6,Online,41.49,Store C,Yes,Pre-Test,Yes
12541,1.8977747113736294,2,In-person,77.16,Store C,No,Pre-Test,Yes
12542,7.125418078964104,5,In-person,14.14,Store C,Yes,Pre-Test,No
12543,5.884959397686934,7,In-person,23.15,Store C,Yes,Pre-Test,No
12544,4.812378422126051,1,Online,14.08,Store C,No,Pre-Test,No
12545,2.300222055178235,9,Phone,54.68,Store C,Yes,Pre-Test,Yes
12546,3.1373715346757374,9,In-person,84.25,Store B,No,Pre-Test,No
12547,3.882959965733632,8,Online,33.99,Store A,No,Pre-Test,No
12548,7.9620855154068915,9,Online,12.83,Store A,Yes,Pre-Test,No
12549,9.897299618948908,5,Phone,25.88,Store A,Yes,Pre-Test,Yes
12550,2.2477820194245632,7,In-person,17.54,Store C,Yes,Pre-Test,Yes
12551,3.7444653544863824,1,In-person,59.81,Store A,No,Pre-Test,No
12552,3.1619146921738177,7,Online,55.01,Store C,No,Pre-Test,No
12553,0.9186402486266182,9,In-person,32.05,Store B,Yes,Pre-Test,Yes
12554,2.582579140879226,3,Phone,85.8,Store B,No,Pre-Test,No
12555,9.065332462155661,9,In-person,46.98,Store C,Yes,Pre-Test,Yes
12556,8.507152699287765,5,Online,97.22,Store A,Yes,Pre-Test,Yes
12557,2.0921744935901847,9,In-person,30.98,Store C,No,Pre-Test,No
12558,3.9785486198547586,8,In-person,66.03,Store C,No,Pre-Test,No
12559,3.4526290250836267,7,In-person,81.6,Store C,No,Pre-Test,No
12560,1.9035376765144862,6,In-person,27.02,Store B,Yes,Pre-Test,Yes
12561,6.410977991559361,2,Online,81.39,Store A,Yes,Pre-Test,No
12562,5.794328723470223,7,Online,89.59,Store B,No,Pre-Test,No
12563,4.556417661014531,2,In-person,70.1,Store A,Yes,Pre-Test,Yes
12564,8.627234117028097,6,Online,90.63,Store B,No,Pre-Test,Yes
12565,6.387257730122621,6,Online,45.32,Store C,Yes,Pre-Test,No
12566,2.9630999843903614,9,Online,46.16,Store A,Yes,Pre-Test,Yes
12567,4.050195003398753,4,In-person,11.66,Store B,Yes,Pre-Test,Yes
12568,1.9264889329397645,9,In-person,81.91,Store B,No,Pre-Test,No
12569,6.118046094546557,2,In-person,12.98,Store A,No,Pre-Test,No
12570,6.072976335720836,5,In-person,33.75,Store B,No,Pre-Test,Yes
12571,8.766745016737811,3,Phone,65.82,Store C,Yes,Pre-Test,Yes
12572,8.630258659899118,6,In-person,64.69,Store B,Yes,Pre-Test,Yes
12573,8.450949317869505,2,In-person,53.24,Store C,No,Pre-Test,No
12574,5.715047037164537,9,In-person,65.59,Store A,No,Pre-Test,Yes
12575,6.694188202195711,4,Phone,39.0,Store A,Yes,Pre-Test,Yes
12576,7.8676484676986425,7,In-person,28.33,Store C,No,Pre-Test,No
12577,1.371005894079015,5,Phone,36.37,Store A,Yes,Pre-Test,No
12578,3.3556800041896304,8,Phone,32.28,Store A,Yes,Pre-Test,Yes
12579,2.1063544567868826,4,In-person,48.62,Store B,No,Pre-Test,Yes
12580,5.358943096288005,7,In-person,78.24,Store B,No,Pre-Test,No
12581,8.457845588009773,5,Phone,39.27,Store C,No,Pre-Test,Yes
12582,2.6917637116727002,3,Online,42.02,Store A,Yes,Pre-Test,No
12583,7.443583584121912,8,Phone,72.77,Store B,Yes,Pre-Test,No
12584,4.35532796567164,6,Phone,92.19,Store C,No,Pre-Test,Yes
12585,9.079211553407777,4,In-person,33.43,Store A,Yes,Pre-Test,Yes
12586,6.454500638042658,9,In-person,76.21,Store B,No,Pre-Test,No
12587,9.777253553158804,9,Online,66.14,Store C,Yes,Pre-Test,Yes
12588,2.83386286941392,2,Phone,56.91,Store A,Yes,Pre-Test,Yes
12589,9.27760459326856,9,Phone,11.72,Store C,Yes,Pre-Test,No
12590,3.8920297641565162,4,Online,44.27,Store A,No,Pre-Test,No
12591,6.408690891853601,9,Online,28.48,Store C,Yes,Pre-Test,Yes
12592,2.157828027748783,8,Phone,22.62,Store B,No,Pre-Test,No
12593,7.71795864131883,3,Phone,34.8,Store C,Yes,Pre-Test,No
12594,9.79337912334818,7,Online,68.77,Store A,Yes,Pre-Test,Yes
12595,7.980548105725136,2,In-person,58.46,Store A,No,Pre-Test,No
12596,6.350069053689239,2,Phone,49.33,Store C,Yes,Pre-Test,No
12597,4.758032766424164,4,Phone,23.06,Store B,Yes,Pre-Test,Yes
12598,3.7797449241641625,7,Phone,80.05,Store A,Yes,Pre-Test,Yes
12599,4.4806198569259035,4,Phone,53.3,Store C,No,Pre-Test,No
12600,3.6187389712675224,2,Online,68.07,Store C,Yes,Pre-Test,Yes
12601,8.41074373654711,2,Online,13.31,Store C,Yes,Pre-Test,No
12602,8.984555670661232,5,Online,90.31,Store B,Yes,Pre-Test,No
12603,9.521748014242517,3,Online,56.62,Store C,Yes,Pre-Test,No
12604,4.474442058124578,3,Online,41.45,Store C,Yes,Pre-Test,Yes
12605,5.689082432633377,1,In-person,84.42,Store B,Yes,Pre-Test,Yes
12606,5.980506499903645,3,In-person,83.06,Store C,No,Pre-Test,Yes
12607,6.685337685094217,4,In-person,29.8,Store A,No,Pre-Test,No
12608,0.5233352384727932,6,In-person,43.4,Store C,No,Pre-Test,Yes
12609,8.505551878619851,6,Online,64.5,Store C,No,Pre-Test,Yes
12610,3.047336213308409,5,Online,99.87,Store A,No,Pre-Test,No
12611,4.985558653089686,4,In-person,80.78,Store C,Yes,Pre-Test,Yes
12612,8.494898441929248,6,Online,14.49,Store C,No,Pre-Test,Yes
12613,9.970133396031553,5,Online,76.26,Store A,No,Pre-Test,No
12614,8.051393295462432,1,Phone,54.16,Store C,No,Pre-Test,No
12615,0.735915754216777,2,Phone,11.65,Store A,Yes,Pre-Test,Yes
12616,4.003164622418607,9,In-person,50.76,Store C,No,Pre-Test,Yes
12617,2.8485010432635463,4,Online,39.47,Store A,No,Pre-Test,No
12618,9.659251462601674,6,Phone,19.39,Store A,Yes,Pre-Test,No
12619,3.0101747065375233,5,Online,57.99,Store C,No,Pre-Test,No
12620,9.461826808224709,2,Phone,94.75,Store B,No,Pre-Test,No
12621,9.406416378268055,1,In-person,88.72,Store A,No,Pre-Test,No
12622,8.47439797279045,1,Online,60.44,Store A,No,Pre-Test,No
12623,1.4316817836332865,1,Online,28.6,Store A,No,Pre-Test,No
12624,0.5189546660616032,6,Phone,20.32,Store C,Yes,Pre-Test,No
12625,8.04188930003028,7,In-person,71.54,Store C,Yes,Pre-Test,Yes
12626,8.511341047117027,7,Phone,45.28,Store C,Yes,Pre-Test,No
12627,9.640726085700333,9,In-person,56.97,Store A,No,Pre-Test,Yes
12628,2.574634808801402,3,In-person,79.97,Store B,Yes,Pre-Test,Yes
12629,7.464891445280365,9,In-person,64.24,Store C,Yes,Pre-Test,Yes
12630,5.4311119655963465,1,Online,16.91,Store B,Yes,Pre-Test,No
12631,3.62058094936271,2,Phone,98.74,Store C,Yes,Pre-Test,Yes
12632,6.259764595560733,7,Online,22.95,Store A,Yes,Pre-Test,Yes
12633,5.707894239085673,2,Online,98.21,Store C,No,Pre-Test,Yes
12634,3.276796793141029,4,Online,55.69,Store A,No,Pre-Test,No
12635,3.050393390252116,2,In-person,85.5,Store B,No,Pre-Test,No
12636,5.122512129399078,2,In-person,21.16,Store C,No,Pre-Test,Yes
12637,5.003346830617754,1,In-person,87.52,Store C,Yes,Pre-Test,Yes
12638,3.3695006800959657,9,In-person,21.65,Store C,Yes,Pre-Test,Yes
12639,3.005446001383503,3,In-person,90.11,Store C,Yes,Pre-Test,No
12640,9.565920386839213,1,In-person,49.84,Store A,Yes,Pre-Test,Yes
12641,8.692519795081113,6,Online,87.53,Store B,Yes,Pre-Test,No
12642,8.25940150153307,8,In-person,34.81,Store C,Yes,Pre-Test,No
12643,2.5356958024315626,7,Phone,73.74,Store B,Yes,Pre-Test,Yes
12644,2.2982648323651107,7,In-person,79.66,Store B,No,Pre-Test,No
12645,8.188625673831934,2,Online,54.99,Store B,No,Pre-Test,No
12646,2.254406303076355,4,Phone,87.84,Store B,No,Pre-Test,No
12647,5.283591389672844,6,Online,71.46,Store C,Yes,Pre-Test,Yes
12648,2.6035069743174057,2,Online,38.31,Store C,No,Pre-Test,Yes
12649,4.091662944866445,5,Phone,93.66,Store C,Yes,Pre-Test,Yes
12650,8.60781516039066,5,In-person,40.59,Store C,No,Pre-Test,No
12651,8.968474260899953,3,Online,75.79,Store B,No,Pre-Test,No
12652,9.968452883377038,2,Online,72.34,Store B,No,Pre-Test,Yes
12653,9.467090660143276,7,Phone,21.88,Store A,No,Pre-Test,Yes
12654,6.8768818816644846,8,In-person,48.52,Store A,No,Pre-Test,Yes
12655,4.601396944877592,4,Phone,61.68,Store B,No,Pre-Test,Yes
12656,1.0480775652734484,4,Phone,26.76,Store A,Yes,Pre-Test,Yes
